ID,Title,description,topics,category,hints,similar_questions,corpus,length
3020,find maximum number element subset,given array positive integer nums need select subset nums satisfies following condition place selected element indexed array follows pattern x x x x k x k x k x x x note k nonnegative power example follow pattern return maximum number element subset satisfies condition nbsp example input nums output explanation select subset placed array follows pattern hence answer example input nums output explanation select subset placed array follows pattern hence answer note could also selected subset may multiple subset provide answer nbsp constraint lt numslength lt lt numsi lt,array hash table enumeration,algorithm,select odd number ’s put value hashset start x smallest chosen value find longest subset checking new value square previous value set brute force note x x x x … increase fast longest subset smallest value x cannot long length ologlog hence directly check length less value x,title longest consecutive sequence titleslug longestconsecutivesequence difficulty medium translatedtitle null,TITLE find maximum number element subset CATEGORY algorithm TOPICS array hash table enumeration DESCRIPTION given array positive integer nums need select subset nums satisfies following condition place selected element indexed array follows pattern x x x x k x k x k x x x note k nonnegative power example follow pattern return maximum number element subset satisfies condition nbsp example input nums output explanation select subset placed array follows pattern hence answer example input nums output explanation select subset placed array follows pattern hence answer note could also selected subset may multiple subset provide answer nbsp constraint lt numslength lt lt numsi lt HINTS select odd number ’s put value hashset start x smallest chosen value find longest subset checking new value square previous value set brute force note x x x x … increase fast longest subset smallest value x cannot long length ologlog hence directly check length less value x SIMILAR title longest consecutive sequence titleslug longestconsecutivesequence difficulty medium translatedtitle null,164
3032,count number unique digit ii,,hash table math dynamic programming,algorithm,traverse number check current number unique digit,title count number unique digit titleslug countnumberswithuniquedigits difficulty medium translatedtitle null,TITLE count number unique digit ii CATEGORY algorithm TOPICS hash table math dynamic programming DESCRIPTION  HINTS traverse number check current number unique digit SIMILAR title count number unique digit titleslug countnumberswithuniquedigits difficulty medium translatedtitle null,35
3108,minimum cost walk weighted graph,undirected weighted graph n vertex labeled n given integer n array edge edgesi u v w indicates edge vertex u v weight w walk graph sequence vertex edge walk start end vertex edge connects vertex come vertex come important note walk may visit edge vertex cost walk starting node u ending node v defined bitwise weight edge traversed walk word sequence edge weight encountered walk w w w w k cost calculated w amp w amp w amp amp w k amp denotes bitwise operator also given array query queryi query need find minimum cost walk starting vertex ending vertex exists walk answer return array answer answeri denotes minimum cost walk query nbsp example input n edge query output explanation achieve cost first query need move following edge gt weight gt weight gt weight gt weight second query walk node answer example input n edge query output explanation achieve cost first query need move following edge gt weight gt weight gt weight nbsp constraint lt n lt lt edgeslength lt edgesilength lt u v lt n u v lt w lt lt querylength lt queryilength lt lt n nbspt,array bit manipulation union find graph,algorithm,intended solution us disjoint set union notice u v connected answer otherwise use edge connected component belong,,TITLE minimum cost walk weighted graph CATEGORY algorithm TOPICS array bit manipulation union find graph DESCRIPTION undirected weighted graph n vertex labeled n given integer n array edge edgesi u v w indicates edge vertex u v weight w walk graph sequence vertex edge walk start end vertex edge connects vertex come vertex come important note walk may visit edge vertex cost walk starting node u ending node v defined bitwise weight edge traversed walk word sequence edge weight encountered walk w w w w k cost calculated w amp w amp w amp amp w k amp denotes bitwise operator also given array query queryi query need find minimum cost walk starting vertex ending vertex exists walk answer return array answer answeri denotes minimum cost walk query nbsp example input n edge query output explanation achieve cost first query need move following edge gt weight gt weight gt weight gt weight second query walk node answer example input n edge query output explanation achieve cost first query need move following edge gt weight gt weight gt weight nbsp constraint lt n lt lt edgeslength lt edgesilength lt u v lt n u v lt w lt lt querylength lt queryilength lt lt n nbspt HINTS intended solution us disjoint set union notice u v connected answer otherwise use edge connected component belong SIMILAR ,224
3075,maximize happiness selected child,given array happiness length n positive integer k n child standing queue th child happiness value happinessi want select k child n child k turn turn select child happiness value child selected till decrease note happiness value cannot become negative get decremented positive return maximum sum happiness value selected child achieve selecting k child nbsp example input happiness k output explanation pick child following way pick child happiness value happiness value remaining child becomes pick child happiness value happiness value remaining child becomes note happiness value cannot become less sum happiness value selected child example input happiness k output explanation pick child following way pick child happiness value happiness value remaining child becomes pick child happiness value happiness value remaining child becomes sum happiness value selected child example input happiness k output explanation pick child following way pick child happiness value happiness value remaining child becomes sum happiness value selected child nbsp constraint lt n happinesslength lt lt happinessi lt lt k lt n,array greedy sorting,algorithm,since unselected number decreasing rate greedily select k largest value th largest number …k decrease picked add decreased value negative,title maximum candy allocated k child titleslug maximumcandiesallocatedtokchildren difficulty medium translatedtitle null,TITLE maximize happiness selected child CATEGORY algorithm TOPICS array greedy sorting DESCRIPTION given array happiness length n positive integer k n child standing queue th child happiness value happinessi want select k child n child k turn turn select child happiness value child selected till decrease note happiness value cannot become negative get decremented positive return maximum sum happiness value selected child achieve selecting k child nbsp example input happiness k output explanation pick child following way pick child happiness value happiness value remaining child becomes pick child happiness value happiness value remaining child becomes note happiness value cannot become less sum happiness value selected child example input happiness k output explanation pick child following way pick child happiness value happiness value remaining child becomes pick child happiness value happiness value remaining child becomes sum happiness value selected child example input happiness k output explanation pick child following way pick child happiness value happiness value remaining child becomes sum happiness value selected child nbsp constraint lt n happinesslength lt lt happinessi lt lt k lt n HINTS since unselected number decreasing rate greedily select k largest value th largest number …k decrease picked add decreased value negative SIMILAR title maximum candy allocated k child titleslug maximumcandiesallocatedtokchildren difficulty medium translatedtitle null,210
3081,replace question mark string minimize value,given string si either lowercase english letter string length containing lowercase english letter define function costi index nbspas number character equal ti nbspthat appeared ie range value sum costi index example string quotaabquot cost cost cost hence value quotaabquot task replace occurrence lowercase english letter value minimized return string denoting modified string replaced occurrence multiple string resulting minimum value return lexicographically smallest one nbsp example input quotquot output quotabcquot explanation example replace occurrence make equal quotabcquot quotabcquot cost cost cost value quotabcquot modification value quotcbaquot quotabzquot quotheyquot among choose lexicographically smallest example input quotaaquot output quotabacquot explanation example occurrence replaced make equal quotabacquot quotabacquot cost cost cost cost value quotabacquot isnbsp nbsp constraint lt slength lt si either lowercase english letter,hash table string greedy sorting heap priority queue counting,algorithm,cost depend order character character c appears x time cost exactly … x − x x − know total number question mark one select letter minimum frequency replace letter selection achieved minheap even bruteforcing possibility know extra letter need replace finally however must put letter order left right resulting string lexicographically smallest one,title lexicographically smallest string substring operation titleslug lexicographicallysmalleststringaftersubstringoperation difficulty medium translatedtitle null,TITLE replace question mark string minimize value CATEGORY algorithm TOPICS hash table string greedy sorting heap priority queue counting DESCRIPTION given string si either lowercase english letter string length containing lowercase english letter define function costi index nbspas number character equal ti nbspthat appeared ie range value sum costi index example string quotaabquot cost cost cost hence value quotaabquot task replace occurrence lowercase english letter value minimized return string denoting modified string replaced occurrence multiple string resulting minimum value return lexicographically smallest one nbsp example input quotquot output quotabcquot explanation example replace occurrence make equal quotabcquot quotabcquot cost cost cost value quotabcquot modification value quotcbaquot quotabzquot quotheyquot among choose lexicographically smallest example input quotaaquot output quotabacquot explanation example occurrence replaced make equal quotabacquot quotabacquot cost cost cost cost value quotabacquot isnbsp nbsp constraint lt slength lt si either lowercase english letter HINTS cost depend order character character c appears x time cost exactly … x − x x − know total number question mark one select letter minimum frequency replace letter selection achieved minheap even bruteforcing possibility know extra letter need replace finally however must put letter order left right resulting string lexicographically smallest one SIMILAR title lexicographically smallest string substring operation titleslug lexicographicallysmalleststringaftersubstringoperation difficulty medium translatedtitle null,208
3134,find median uniqueness array,given integer array nums uniqueness array nums sorted array contains number distinct element subarrays nums word sorted array consisting distinctnumsij lt lt j lt numslength distinctnumsij denotes number distinct element subarray start index end index j return median uniqueness array nums note median array defined middle element array sorted nondecreasing order two choice median smaller two value taken nbsp example input nums output explanation uniqueness array nums distinctnums distinctnums distinctnums distinctnums distinctnums distinctnums equal uniqueness array median therefore answer example input nums output explanation uniqueness array nums uniqueness array median therefore answer example input nums output explanation uniqueness array nums uniqueness array median therefore answer nbsp constraint lt numslength lt lt numsi lt,array hash table binary search sliding window,algorithm,binary search answer given x need check x median left median right median counting number subarrays numsi…j distinctnumi…j use sliding window solve counting problem hint,title find kth smallest pair distance titleslug findkthsmallestpairdistance difficulty hard translatedtitle null title total appeal string titleslug totalappealofastring difficulty hard translatedtitle null,TITLE find median uniqueness array CATEGORY algorithm TOPICS array hash table binary search sliding window DESCRIPTION given integer array nums uniqueness array nums sorted array contains number distinct element subarrays nums word sorted array consisting distinctnumsij lt lt j lt numslength distinctnumsij denotes number distinct element subarray start index end index j return median uniqueness array nums note median array defined middle element array sorted nondecreasing order two choice median smaller two value taken nbsp example input nums output explanation uniqueness array nums distinctnums distinctnums distinctnums distinctnums distinctnums distinctnums equal uniqueness array median therefore answer example input nums output explanation uniqueness array nums uniqueness array median therefore answer example input nums output explanation uniqueness array nums uniqueness array median therefore answer nbsp constraint lt numslength lt lt numsi lt HINTS binary search answer given x need check x median left median right median counting number subarrays numsi…j distinctnumi…j use sliding window solve counting problem hint SIMILAR title find kth smallest pair distance titleslug findkthsmallestpairdistance difficulty hard translatedtitle null title total appeal string titleslug totalappealofastring difficulty hard translatedtitle null,178
3092,frequent id,problem involves tracking frequency id collection change time two integer array nums freq equal length n element nums represents id corresponding element freq indicates many time id added removed collection step addition id freqi positive mean freqi id value numsi added collection step removal id freqi negative mean freqi id value numsi removed collection step return array an length n ansi represents count frequent id collection th nbspstep collection empty step ansi step nbsp example input nums freq output explanation step id value an step id value id value an step id value an step id value id value an example input nums freq output explanation step id value an step id an step id value an nbsp constraint lt numslength freqlength lt lt numsi lt lt freqi lt freqi input generated occurrence id negative step,array hash table heap priority queue ordered set,algorithm,use ordered set maintaining occurrence id step find occurrence numsi change occurrence numsi ordered set,,TITLE frequent id CATEGORY algorithm TOPICS array hash table heap priority queue ordered set DESCRIPTION problem involves tracking frequency id collection change time two integer array nums freq equal length n element nums represents id corresponding element freq indicates many time id added removed collection step addition id freqi positive mean freqi id value numsi added collection step removal id freqi negative mean freqi id value numsi removed collection step return array an length n ansi represents count frequent id collection th nbspstep collection empty step ansi step nbsp example input nums freq output explanation step id value an step id value id value an step id value an step id value id value an example input nums freq output explanation step id value an step id an step id value an nbsp constraint lt numslength freqlength lt lt numsi lt lt freqi lt freqi input generated occurrence id negative step HINTS use ordered set maintaining occurrence id step find occurrence numsi change occurrence numsi ordered set SIMILAR ,168
3110,score string,given string score string defined sum absolute difference ascii value adjacent character return score nbsp example input quothelloquot output explanation ascii value character h e l score would example input quotzazquot output explanation ascii value character z score would nbsp constraint lt slength lt consists lowercase english letter,string,algorithm,sum difference adjacent character taking absolute difference ascii value,,TITLE score string CATEGORY algorithm TOPICS string DESCRIPTION given string score string defined sum absolute difference ascii value adjacent character return score nbsp example input quothelloquot output explanation ascii value character h e l score would example input quotzazquot output explanation ascii value character z score would nbsp constraint lt slength lt consists lowercase english letter HINTS sum difference adjacent character taking absolute difference ascii value SIMILAR ,67
3113,find number subarrays boundary element maximum,given array positive integer nums return number subarrays nums first last element subarray equal largest element subarray nbsp example input nums output explanation subarrays first last element equal largest element subarray subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also hence return example input nums output explanation subarrays first last element equal largest element subarray subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also hence return example input nums output explanation single subarray nums largest element first element last element also hence return nbsp constraint lt numslength lt lt numsi lt,array binary search stack monotonic stack,algorithm,element numsi count number valid subarrays ending index find nearest index j left j numsj done via monotonic stack index find number index k window j numsk numsi number valid subarrays ending numsi done sliding window sum answer index get final result possible use dsu alternate solution,title number subarrays bounded maximum titleslug numberofsubarrayswithboundedmaximum difficulty medium translatedtitle null title count subarrays fixed bound titleslug countsubarrayswithfixedbounds difficulty hard translatedtitle null title count subarrays max element appears least k time titleslug countsubarrayswheremaxelementappearsatleastktimes difficulty medium translatedtitle null,TITLE find number subarrays boundary element maximum CATEGORY algorithm TOPICS array binary search stack monotonic stack DESCRIPTION given array positive integer nums return number subarrays nums first last element subarray equal largest element subarray nbsp example input nums output explanation subarrays first last element equal largest element subarray subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also hence return example input nums output explanation subarrays first last element equal largest element subarray subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also subarray largest element first element last element also hence return example input nums output explanation single subarray nums largest element first element last element also hence return nbsp constraint lt numslength lt lt numsi lt HINTS element numsi count number valid subarrays ending index find nearest index j left j numsj done via monotonic stack index find number index k window j numsk numsi number valid subarrays ending numsi done sliding window sum answer index get final result possible use dsu alternate solution SIMILAR title number subarrays bounded maximum titleslug numberofsubarrayswithboundedmaximum difficulty medium translatedtitle null title count subarrays fixed bound titleslug countsubarrayswithfixedbounds difficulty hard translatedtitle null title count subarrays max element appears least k time titleslug countsubarrayswheremaxelementappearsatleastktimes difficulty medium translatedtitle null,272
3133,minimum array end,given two integer n x construct array positive integer nums size n every lt lt n numsi greater numsi result bitwise operation element nums x return minimum possible value numsn nbsp example input n x output explanation nums last element example input n x output explanation nums last element nbsp constraint lt n x lt,bit manipulation,algorithm,element array obtained “merging” x v v …n merge x another number v keep set bit x untouched bit fill set bit v right left order one one final answer “merge” x n,,TITLE minimum array end CATEGORY algorithm TOPICS bit manipulation DESCRIPTION given two integer n x construct array positive integer nums size n every lt lt n numsi greater numsi result bitwise operation element nums x return minimum possible value numsn nbsp example input n x output explanation nums last element example input n x output explanation nums last element nbsp constraint lt n x lt HINTS element array obtained “merging” x v v …n merge x another number v keep set bit x untouched bit fill set bit v right left order one one final answer “merge” x n SIMILAR ,100
3139,minimum cost equalize array,given integer array nums two integer cost cost allowed perform either following operation number time choose index nums increase numsi cost cost choose two different index j nums increase numsi numsj cost cost return minimum cost required make element array equal since answer may large return modulo nbsp example input nums cost cost output explanation following operation performed make value equal increase nums cost nums becomes increase nums cost nums becomes increase nums cost nums becomes total cost example input nums cost cost output explanation following operation performed make value equal increase nums nums cost nums becomes increase nums nums cost nums becomes increase nums nums cost nums becomes increase nums nums cost nums becomes increase nums cost nums becomes total cost example input nums cost cost output explanation following operation performed make value equal increase nums cost nums becomes increase nums cost nums becomes increase nums cost nums becomes increase nums cost nums becomes total cost nbsp constraint lt numslength lt lt numsi lt lt cost lt lt cost lt,array greedy enumeration,algorithm,determine minimum cost know maximum value array value made equal cost cost use cost change value maximum one otherwise optimal choose smallest two value use cost increase since maximum value known calculate required increase equalize value instead naively simulating operation lot candidate maximum try choose us minimum number operation,,TITLE minimum cost equalize array CATEGORY algorithm TOPICS array greedy enumeration DESCRIPTION given integer array nums two integer cost cost allowed perform either following operation number time choose index nums increase numsi cost cost choose two different index j nums increase numsi numsj cost cost return minimum cost required make element array equal since answer may large return modulo nbsp example input nums cost cost output explanation following operation performed make value equal increase nums cost nums becomes increase nums cost nums becomes increase nums cost nums becomes total cost example input nums cost cost output explanation following operation performed make value equal increase nums nums cost nums becomes increase nums nums cost nums becomes increase nums nums cost nums becomes increase nums nums cost nums becomes increase nums cost nums becomes total cost example input nums cost cost output explanation following operation performed make value equal increase nums cost nums becomes increase nums cost nums becomes increase nums cost nums becomes increase nums cost nums becomes total cost nbsp constraint lt numslength lt lt numsi lt lt cost lt lt cost lt HINTS determine minimum cost know maximum value array value made equal cost cost use cost change value maximum one otherwise optimal choose smallest two value use cost increase since maximum value known calculate required increase equalize value instead naively simulating operation lot candidate maximum try choose us minimum number operation SIMILAR ,234
3121,count number special character ii,given string word letternbsp c called special appears lowercase uppercase word every lowercase occurrence c appears first uppercase occurrence c return number special letter word nbsp example input word quotaaabcbcquot output explanation special character b c example input word quotabcquot output explanation special character word example input word quotabbcabquot output explanation special character word nbsp constraint lt wordlength lt word consists lowercase uppercase english letter,hash table string,algorithm,character c store first occurrence uppercase last occurrence lowercase,title detect capital titleslug detectcapital difficulty easy translatedtitle null title greatest english letter upper lower case titleslug greatestenglishletterinupperandlowercase difficulty easy translatedtitle null title count number special character titleslug countthenumberofspecialcharactersi difficulty easy translatedtitle null,TITLE count number special character ii CATEGORY algorithm TOPICS hash table string DESCRIPTION given string word letternbsp c called special appears lowercase uppercase word every lowercase occurrence c appears first uppercase occurrence c return number special letter word nbsp example input word quotaaabcbcquot output explanation special character b c example input word quotabcquot output explanation special character word example input word quotabbcabquot output explanation special character word nbsp constraint lt wordlength lt word consists lowercase uppercase english letter HINTS character c store first occurrence uppercase last occurrence lowercase SIMILAR title detect capital titleslug detectcapital difficulty easy translatedtitle null title greatest english letter upper lower case titleslug greatestenglishletterinupperandlowercase difficulty easy translatedtitle null title count number special character titleslug countthenumberofspecialcharactersi difficulty easy translatedtitle null,122
3120,count number special character,given string word letter called special appears lowercase uppercase word return number special letter word nbsp example input word quotaaabcbcquot output explanation special character word b c example input word quotabcquot output explanation character word appears uppercase example input word quotabbcabquot output explanation special character word b nbsp constraint lt wordlength lt word consists lowercase uppercase english letter,hash table string,algorithm,constraint small character check present word,title detect capital titleslug detectcapital difficulty easy translatedtitle null title greatest english letter upper lower case titleslug greatestenglishletterinupperandlowercase difficulty easy translatedtitle null title count number special character ii titleslug countthenumberofspecialcharactersii difficulty medium translatedtitle null,TITLE count number special character CATEGORY algorithm TOPICS hash table string DESCRIPTION given string word letter called special appears lowercase uppercase word return number special letter word nbsp example input word quotaaabcbcquot output explanation special character word b c example input word quotabcquot output explanation character word appears uppercase example input word quotabbcabquot output explanation special character word b nbsp constraint lt wordlength lt word consists lowercase uppercase english letter HINTS constraint small character check present word SIMILAR title detect capital titleslug detectcapital difficulty easy translatedtitle null title greatest english letter upper lower case titleslug greatestenglishletterinupperandlowercase difficulty easy translatedtitle null title count number special character ii titleslug countthenumberofspecialcharactersii difficulty medium translatedtitle null,112
3104,find longest selfcontained substring,,hash table string binary search prefix sum,algorithm,fix start index substring fixed index start let try find index end substring satisfies property also end maximum possible write recursive function shrinkstart end give substring substring valid return end otherwise reduces end reach valid end shrinkstart end substring valid mean character inside outside substring try reduce end contain character anymore implement shrinkstart end function optimally youll achieve using partial sum,title select k disjoint special substring titleslug selectkdisjointspecialsubstrings difficulty medium translatedtitle null,TITLE find longest selfcontained substring CATEGORY algorithm TOPICS hash table string binary search prefix sum DESCRIPTION  HINTS fix start index substring fixed index start let try find index end substring satisfies property also end maximum possible write recursive function shrinkstart end give substring substring valid return end otherwise reduces end reach valid end shrinkstart end substring valid mean character inside outside substring try reduce end contain character anymore implement shrinkstart end function optimally youll achieve using partial sum SIMILAR title select k disjoint special substring titleslug selectkdisjointspecialsubstrings difficulty medium translatedtitle null,91
3154,find number way reach kth stair,given nonnegative integer k exists staircase infinite number stair lowest stair numbered alice integer jump initial value start stair want reach stair k using number operation stair one operation go stair operation cannot used consecutively stair go stair jump jump becomes jump return total number way alice reach stair k note possible alice reach stair k performs operation reach stair k nbsp example input k output explanation possible way reaching stair alice start stair using operation first type go stair reach stair alice start stair using operation first type go stair reach stair using operation second type go stair reach stair using operation first type go stair reach stair example input k output explanation possible way reaching stair alice start stair alice stair alice start stair using operation first type go stair reach stair using operation second type go stair reach stair alice start stair using operation second type go stair reach stair using operation first type go stair reach stair alice start stair using operation first type go stair reach stair using operation second type go stair reach stair using operation first type go stair reach stair using operation second type go stair reach stair using operation first type go stair reach stair nbsp constraint lt k lt,math dynamic programming bit manipulation memoization combinatorics,algorithm,using x operation second type operation first type stair x reached since first operation cannot consecutive exactly x position power perform second operation using combinatorics x c number way select position second operation,title climbing stair titleslug climbingstairs difficulty easy translatedtitle null title min cost climbing stair titleslug mincostclimbingstairs difficulty easy translatedtitle null,TITLE find number way reach kth stair CATEGORY algorithm TOPICS math dynamic programming bit manipulation memoization combinatorics DESCRIPTION given nonnegative integer k exists staircase infinite number stair lowest stair numbered alice integer jump initial value start stair want reach stair k using number operation stair one operation go stair operation cannot used consecutively stair go stair jump jump becomes jump return total number way alice reach stair k note possible alice reach stair k performs operation reach stair k nbsp example input k output explanation possible way reaching stair alice start stair using operation first type go stair reach stair alice start stair using operation first type go stair reach stair using operation second type go stair reach stair using operation first type go stair reach stair example input k output explanation possible way reaching stair alice start stair alice stair alice start stair using operation first type go stair reach stair using operation second type go stair reach stair alice start stair using operation second type go stair reach stair using operation first type go stair reach stair alice start stair using operation first type go stair reach stair using operation second type go stair reach stair using operation first type go stair reach stair using operation second type go stair reach stair using operation first type go stair reach stair nbsp constraint lt k lt HINTS using x operation second type operation first type stair x reached since first operation cannot consecutive exactly x position power perform second operation using combinatorics x c number way select position second operation SIMILAR title climbing stair titleslug climbingstairs difficulty easy translatedtitle null title min cost climbing stair titleslug mincostclimbingstairs difficulty easy translatedtitle null,282
3152,special array ii,array considered special every pair adjacent element contains two number different parity given array integer nums integer matrix query queriesi task check subarray numsfrom special return array booleans answer answeri true numsfrom special nbsp example input nums query output false explanation subarray even example input nums query output falsetrue explanation subarray odd answer query false subarray one pair contains number different parity answer query true nbsp constraint lt numslength lt lt numsi lt lt querieslength lt queriesilength lt queriesi lt queriesi lt numslength,array binary search prefix sum,algorithm,try split array nonintersected continuous special subarrays query check first last element query subarray,,TITLE special array ii CATEGORY algorithm TOPICS array binary search prefix sum DESCRIPTION array considered special every pair adjacent element contains two number different parity given array integer nums integer matrix query queriesi task check subarray numsfrom special return array booleans answer answeri true numsfrom special nbsp example input nums query output false explanation subarray even example input nums query output falsetrue explanation subarray odd answer query false subarray one pair contains number different parity answer query true nbsp constraint lt numslength lt lt numsi lt lt querieslength lt queriesilength lt queriesi lt queriesi lt numslength HINTS try split array nonintersected continuous special subarrays query check first last element query subarray SIMILAR ,112
3151,special array,array considered special parity every pair adjacent element different word one element pair must even must odd given array integer nums return true nums special array otherwise return false nbsp example input nums output true explanation one element answer true example input nums output true explanation two pair contain number different parity answer true example input nums output false explanation nums nums odd answer false nbsp constraint lt numslength lt lt numsi lt,array,algorithm,try check parity element previous element,,TITLE special array CATEGORY algorithm TOPICS array DESCRIPTION array considered special parity every pair adjacent element different word one element pair must even must odd given array integer nums return true nums special array otherwise return false nbsp example input nums output true explanation one element answer true example input nums output true explanation two pair contain number different parity answer true example input nums output false explanation nums nums odd answer false nbsp constraint lt numslength lt lt numsi lt HINTS try check parity element previous element SIMILAR ,89
3211,generate binary string without adjacent zero,given positive integer n binary string x valid substring x length contain least one quot quot return valid string length n order nbsp example input n output quot quotquot quotquot quotquot quotquot quot explanation valid string length quot quot quot quot quot quot quot quot quot quot example input n output quot quotquot quot explanation valid string length quot quot quot quot nbsp constraint lt n lt,string backtracking bit manipulation,algorithm,string length x generate string length x last character append whereas last character append use recursion backtracking generate string,title nonnegative integer without consecutive one titleslug nonnegativeintegerswithoutconsecutiveones difficulty hard translatedtitle null,TITLE generate binary string without adjacent zero CATEGORY algorithm TOPICS string backtracking bit manipulation DESCRIPTION given positive integer n binary string x valid substring x length contain least one quot quot return valid string length n order nbsp example input n output quot quotquot quotquot quotquot quotquot quot explanation valid string length quot quot quot quot quot quot quot quot quot quot example input n output quot quotquot quot explanation valid string length quot quot quot quot nbsp constraint lt n lt HINTS string length x generate string length x last character append whereas last character append use recursion backtracking generate string SIMILAR title nonnegative integer without consecutive one titleslug nonnegativeintegerswithoutconsecutiveones difficulty hard translatedtitle null,115
3194,minimum average smallest largest element,array floating point number average initially empty given array nums n integer n even repeat following procedure n time remove smallest element minelement largest element maxelement nbspfrom nums add minelement maxelement average return minimum element average nbsp example input nums output explanation step nums average smallest element average returned example input nums output explanation step nums average example input nums output explanation step nums average nbsp constraint lt n numslength lt n even lt numsi lt,array two pointer sorting,algorithm,nums sorted element average numsi numsn,title number distinct average titleslug numberofdistinctaverages difficulty easy translatedtitle null,TITLE minimum average smallest largest element CATEGORY algorithm TOPICS array two pointer sorting DESCRIPTION array floating point number average initially empty given array nums n integer n even repeat following procedure n time remove smallest element minelement largest element maxelement nbspfrom nums add minelement maxelement average return minimum element average nbsp example input nums output explanation step nums average smallest element average returned example input nums output explanation step nums average example input nums output explanation step nums average nbsp constraint lt n numslength lt n even lt numsi lt HINTS nums sorted element average numsi numsn SIMILAR title number distinct average titleslug numberofdistinctaverages difficulty easy translatedtitle null,108
3202,find maximum length valid subsequence ii,given integer array nums positive integer k subsequence sub nums length x called valid satisfies sub sub k sub sub k subx subx k return length longest valid subsequence nums nbsp example input nums k output explanation longest valid subsequence example input nums k output explanation longest valid subsequence nbsp constraint lt numslength lt lt numsi lt lt k lt,array dynamic programming,algorithm,fix value sub sub k k possible value let val let dpi store maximum length subsequence last element x x k answer subsequence ending index dpk val k k,title longest increasing subsequence titleslug longestincreasingsubsequence difficulty medium translatedtitle null title length longest subsequence sum target titleslug lengthofthelongestsubsequencethatsumstotarget difficulty medium translatedtitle null,TITLE find maximum length valid subsequence ii CATEGORY algorithm TOPICS array dynamic programming DESCRIPTION given integer array nums positive integer k subsequence sub nums length x called valid satisfies sub sub k sub sub k subx subx k return length longest valid subsequence nums nbsp example input nums k output explanation longest valid subsequence example input nums k output explanation longest valid subsequence nbsp constraint lt numslength lt lt numsi lt lt k lt HINTS fix value sub sub k k possible value let val let dpi store maximum length subsequence last element x x k answer subsequence ending index dpk val k k SIMILAR title longest increasing subsequence titleslug longestincreasingsubsequence difficulty medium translatedtitle null title length longest subsequence sum target titleslug lengthofthelongestsubsequencethatsumstotarget difficulty medium translatedtitle null,127
3199,count triplet even xor set bit,,array bit manipulation,algorithm,iterate possible triplet calculate xor,,TITLE count triplet even xor set bit CATEGORY algorithm TOPICS array bit manipulation DESCRIPTION  HINTS iterate possible triplet calculate xor SIMILAR ,21
3215,count triplet even xor set bit ii,,array bit manipulation,algorithm,x even number set bit many set bit xor exactly one x even number set bit many set bit xor conclude xor three element would even number set bit even number odd number set bit array count number element even set bit also count one odd set bit,,TITLE count triplet even xor set bit ii CATEGORY algorithm TOPICS array bit manipulation DESCRIPTION  HINTS x even number set bit many set bit xor exactly one x even number set bit many set bit xor conclude xor three element would even number set bit even number odd number set bit array count number element even set bit also count one odd set bit SIMILAR ,65
1484,group sold product date,table activity column name type selldate date product varchar primary key column unique value table may contain duplicate row table contains product name date sold market nbsp write solution find date number different product sold name sold product name date sorted lexicographically return result table ordered selldate thenbspresult format following example nbsp example input activity table selldate product headphone pencil mask basketball bible mask tshirt output selldate numsold product basketballheadphonetshirt biblepencil mask explanation sold item headphone basketball tshirt sort lexicographically separate comma sold item pencil bible sort lexicographically separate comma sold item mask return,database,database,,title finding topic post titleslug findingthetopicofeachpost difficulty hard translatedtitle null,TITLE group sold product date CATEGORY database TOPICS database DESCRIPTION table activity column name type selldate date product varchar primary key column unique value table may contain duplicate row table contains product name date sold market nbsp write solution find date number different product sold name sold product name date sorted lexicographically return result table ordered selldate thenbspresult format following example nbsp example input activity table selldate product headphone pencil mask basketball bible mask tshirt output selldate numsold product basketballheadphonetshirt biblepencil mask explanation sold item headphone basketball tshirt sort lexicographically separate comma sold item pencil bible sort lexicographically separate comma sold item mask return HINTS  SIMILAR title finding topic post titleslug findingthetopicofeachpost difficulty hard translatedtitle null,116
